Topic,first_Author,URL_forAuthor1,second_Author,URL_forAuthor2,third_Author,URL_forAuthor3
statistics,Yinghao Pan,https://pages.charlotte.edu/connections/people/ypan8/,Qingning Zhou,https://pages.charlotte.edu/connections/people/qzhou8/,Jun Song,https://pages.charlotte.edu/connections/people/jsong19/
spinoza,Gordon Hull,https://pages.charlotte.edu/connections/people/gordon-hull/,,,,
spatial data analysis,Jean-Claude Thill,https://pages.charlotte.edu/connections/people/jean-claude-thill/,,,,
spatial modeling,Jean-Claude Thill,https://pages.charlotte.edu/connections/people/jean-claude-thill/,,,,
sustainable urbanization,Jean-Claude Thill,https://pages.charlotte.edu/connections/people/jean-claude-thill/,,,,
application of artificial intelligence,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
computational science,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
comparative urbanization,Jean-Claude Thill,https://pages.charlotte.edu/connections/people/jean-claude-thill/,,,,
health economics,,,,,,
property theory,Gordon Hull,https://pages.charlotte.edu/connections/people/gordon-hull/,,,,
big data ethics and politics,Gordon Hull,https://pages.charlotte.edu/connections/people/gordon-hull/,,,,
biomedical research,Kristen Funk Johnson,https://pages.charlotte.edu/connections/people/kfunk/,Didier Dreau,https://pages.charlotte.edu/connections/people/didier-dreau/,,
genomics,Tingting Xiang,https://pages.charlotte.edu/connections/people/txiang/,Kausik Chakrabarti,https://pages.charlotte.edu/connections/people/kchakrab/,Anthony Fodor,https://pages.charlotte.edu/connections/people/afodor/
social networks,,,,,,
plant pathologies,Jessica Schlueter,https://pages.charlotte.edu/connections/people/jschluet/,,,,
pathogen tracking,Daniel Janies,https://pages.charlotte.edu/connections/people/djanies/,,,,
plant pathology,Cory Brouwer,https://pages.charlotte.edu/connections/people/cbrouwer/,,,,
Pharmacoepidemiology,,,,,,
political philosophy,Juan Meneses Naranjo,https://pages.charlotte.edu/connections/people/juan-meneses-naranjo/,Mark Sanders,https://pages.charlotte.edu/connections/people/mark-sanders/,Gordon Hull,https://pages.charlotte.edu/connections/people/gordon-hull/
ethics,Jim Frakes,https://pages.charlotte.edu/connections/people/jffrakes/,Reginald Raymer,https://pages.charlotte.edu/connections/people/reginald-raymer/,Eddy Souffrant,https://pages.charlotte.edu/connections/people/eddy-souffrant/
european political theory,Gordon Hull,https://pages.charlotte.edu/connections/people/gordon-hull/,,,,
hobbes,Gordon Hull,https://pages.charlotte.edu/connections/people/gordon-hull/,,,,
intellectual property rights,Gordon Hull,https://pages.charlotte.edu/connections/people/gordon-hull/,,,,
Pharmacoeconomics,,,,,,
Health Services Research,,,,,,
massive data analysis,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
intelligent agents,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
modeling agent,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
content delivery systems,Monica Johar,https://pages.charlotte.edu/connections/people/msjohar/,,,,
storytelling,,,,,,
innovation,,,,,,
manufacturing,Naiquan Zheng,https://pages.charlotte.edu/connections/people/nzheng/,Howard Godfrey,https://pages.charlotte.edu/connections/people/hgodfrey/,Moutaz Khouja,https://pages.charlotte.edu/connections/people/mjkhouja/
market strategy,,,,,,
mobile analytics,,,,,,
mobile strategy,,,,,,
retail marketing,,,,,,
retail merchandising,,,,,,
web personalization,Monica Johar,https://pages.charlotte.edu/connections/people/msjohar/,,,,
planning and control,Moutaz Khouja,https://pages.charlotte.edu/connections/people/mjkhouja/,,,,
systematic creativity,,,,,,
systematic innovation,,,,,,
optimal software development methodologies,Monica Johar,https://pages.charlotte.edu/connections/people/msjohar/,,,,
technology lock-in,,,,,,
e-commerce,Anthony Stylianou,https://pages.charlotte.edu/connections/people/astylian/,,,,
information systems management,Anthony Stylianou,https://pages.charlotte.edu/connections/people/astylian/,,,,
quality improvement,Anthony Stylianou,https://pages.charlotte.edu/connections/people/astylian/,,,,
image positioning,,,,,,
firm strategy,,,,,,
open science,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
service management,Howard Godfrey,https://pages.charlotte.edu/connections/people/hgodfrey/,Moutaz Khouja,https://pages.charlotte.edu/connections/people/mjkhouja/,,
software agents,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
spatial complexity,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
spatial phenomena,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
spatial problems,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
spatial systems,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
virtual organization,Wenwu Tang,https://pages.charlotte.edu/connections/people/wenwu-tang/,,,,
big data analytics,Angelina Tzacheva,https://pages.charlotte.edu/connections/people/aatzache/,,,,
branding,Robin Rothberg,https://pages.charlotte.edu/connections/people/robin-rothberg/,,,,
quality control,Howard Godfrey,https://pages.charlotte.edu/connections/people/hgodfrey/,Moutaz Khouja,https://pages.charlotte.edu/connections/people/mjkhouja/,,
business ethics,,,,,,
capabilities agility,,,,,,
biochemical analyses,Srinivas Akella,https://pages.charlotte.edu/connections/people/sakella/,,,,
competence,,,,,,
quality management,Afife Sireli,https://pages.charlotte.edu/connections/people/ysireli/,Sheng-Hsien Teng,https://pages.charlotte.edu/connections/people/sgteng/,Howard Godfrey,https://pages.charlotte.edu/connections/people/hgodfrey/
competitive advantage,,,,,,
corporate social responsibility,Ashli Stokes,https://pages.charlotte.edu/connections/people/ashli-stokes/,,,,
digital strategy,,,,,,
packaging applications,Srinivas Akella,https://pages.charlotte.edu/connections/people/sakella/,,,,
image analysis,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,Jianping Fan,https://pages.charlotte.edu/connections/people/jfan/,,
automotive robotics,Srinivas Akella,https://pages.charlotte.edu/connections/people/sakella/,,,,
technology integration,Kaustavi Sarkar,https://pages.charlotte.edu/connections/people/ksarkar/,Susan Oyarzun,https://pages.charlotte.edu/connections/people/seallred/,Amy Good,https://pages.charlotte.edu/connections/people/agood5/
mixed \/ augmented reality,Justin Grandinetti,https://pages.charlotte.edu/connections/people/jgrandin/,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/
urban planning,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/,,,,
computational design,Rachel Dickey,https://pages.charlotte.edu/connections/people/rdickey4/,Jefferson Ellinger,https://pages.charlotte.edu/connections/people/jellinge/,Eric Sauda,https://pages.charlotte.edu/connections/people/ejsauda/
digital arts,Eric Sauda,https://pages.charlotte.edu/connections/people/ejsauda/,,,,
digital technologies,Chengde Wu,https://pages.charlotte.edu/connections/people/cwu23/,Eric Sauda,https://pages.charlotte.edu/connections/people/ejsauda/,Janet Williams,https://pages.charlotte.edu/connections/people/jwill416/
interactive architecture,Eric Sauda,https://pages.charlotte.edu/connections/people/ejsauda/,,,,
technology and architecture,Catty Dan Zhang,https://pages.charlotte.edu/connections/people/dzhang14/,Dimitrios Papanikolaou,https://pages.charlotte.edu/connections/people/dpapanik/,Chengde Wu,https://pages.charlotte.edu/connections/people/cwu23/
urbanism,Lidia Klein,https://pages.charlotte.edu/connections/people/lklein7/,Jose Gamez,https://pages.charlotte.edu/connections/people/jlgamez/,Emily Makas,https://pages.charlotte.edu/connections/people/emakas/
gis,Deborah Thomas,https://pages.charlotte.edu/connections/people/dthoma88/,Lydia Light,https://pages.charlotte.edu/connections/people/llight1/,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/
intelligent systems,Mary Maher,https://pages.charlotte.edu/connections/people/mmaher9/,,,,
access control,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
databases,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,Angelina Tzacheva,https://pages.charlotte.edu/connections/people/aatzache/,,
medical informatics,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
mobile applications,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
mobile health,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
security,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
immersive visualization,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,,
geospatial technologies,Larianne Collins,https://pages.charlotte.edu/connections/people/lcolli36/,Ming-Chun Lee,https://pages.charlotte.edu/connections/people/mlee137/,,
web services,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
energy forecasting,Tao Hong,https://pages.charlotte.edu/connections/people/hong/,,,,
public health,Patrick Robinson,https://pages.charlotte.edu/connections/people/probin34/,Mya Wilson,https://pages.charlotte.edu/connections/people/mwils211/,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/
culture,Elizabeth Yoder,https://pages.charlotte.edu/connections/people/eyoder1/,Erin Eldridge,https://pages.charlotte.edu/connections/people/eeldrid3/,Rachel Engstrom,https://pages.charlotte.edu/connections/people/rengstr1/
culture and consumers,Sangkil Moon,https://pages.charlotte.edu/connections/people/smoon13/,,,,
customer relationship management,Sangkil Moon,https://pages.charlotte.edu/connections/people/smoon13/,,,,
marketing analytics,Sangkil Moon,https://pages.charlotte.edu/connections/people/smoon13/,,,,
movie marketing,Sangkil Moon,https://pages.charlotte.edu/connections/people/smoon13/,,,,
text mining,Sangkil Moon,https://pages.charlotte.edu/connections/people/smoon13/,,,,
energy trading,Tao Hong,https://pages.charlotte.edu/connections/people/hong/,,,,
electric machinery,Robert Cox,https://pages.charlotte.edu/connections/people/rcox3/,,,,
power systems operations,Tao Hong,https://pages.charlotte.edu/connections/people/hong/,,,,
power systems planning,Tao Hong,https://pages.charlotte.edu/connections/people/hong/,,,,
renewable integration,Tao Hong,https://pages.charlotte.edu/connections/people/hong/,,,,
retail forecasting,Tao Hong,https://pages.charlotte.edu/connections/people/hong/,,,,
revenue optimization,Tao Hong,https://pages.charlotte.edu/connections/people/hong/,,,,
risk management,Tao Hong,https://pages.charlotte.edu/connections/people/hong/,Weidong Tian,https://pages.charlotte.edu/connections/people/wtian1/,,
discrete-time signal processing,Robert Cox,https://pages.charlotte.edu/connections/people/rcox3/,,,,
software engineering,Mohamed Shehab,https://pages.charlotte.edu/connections/people/mshehab/,,,,
ai,Douglas Markant,https://pages.charlotte.edu/connections/people/dmarkant/,David Wilson,https://pages.charlotte.edu/connections/people/davils/,,
surveillance systems,Justin Grandinetti,https://pages.charlotte.edu/connections/people/jgrandin/,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,
science impact analysis,Wenwen Dou,https://pages.charlotte.edu/connections/people/wdou1/,,,,
interactive computer graphics,Kalpathi Subramanian,https://pages.charlotte.edu/connections/people/krs/,,,,
visual learning,Kalpathi Subramanian,https://pages.charlotte.edu/connections/people/krs/,,,,
empirical software engineering,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,,,
identity assurance,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,,,
resilient computing,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,,,
smart cities,Dimitrios Papanikolaou,https://pages.charlotte.edu/connections/people/dpapanik/,Bojan Cukic,https://pages.charlotte.edu/connections/people/bcukic/,,
visual recognition,Jianping Fan,https://pages.charlotte.edu/connections/people/jfan/,,,,
text analytics,Wenwen Dou,https://pages.charlotte.edu/connections/people/wdou1/,,,,
SOPHI,Mirsad Hadzikadic,https://pages.charlotte.edu/connections/people/mirsad/,,,,
visual analytics,Jing Yang,https://pages.charlotte.edu/connections/people/jyang13/,Aidong Lu,https://pages.charlotte.edu/connections/people/alu1/,Wenwen Dou,https://pages.charlotte.edu/connections/people/wdou1/
distributed algorithms,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
distributed systems,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
games,Heather Freeman,https://pages.charlotte.edu/connections/people/hdfreema/,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,
multimedia communication,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
real-time systems,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
simulation and modeling,Dewan Ahmed,https://pages.charlotte.edu/connections/people/dahmed/,,,,
biomedical,Kalpathi Subramanian,https://pages.charlotte.edu/connections/people/krs/,,,,
health informatics,Mirsad Hadzikadic,https://pages.charlotte.edu/connections/people/mirsad/,,,,
computer science,Chengde Wu,https://pages.charlotte.edu/connections/people/cwu23/,Benjamin Radford,https://pages.charlotte.edu/connections/people/bradfor7/,Heather Freeman,https://pages.charlotte.edu/connections/people/hdfreema/
moving target defense,,,,,,
deepQA,Wlodek Zadrozny,https://pages.charlotte.edu/connections/people/wzadrozn/,,,,
natural language understanding,Wlodek Zadrozny,https://pages.charlotte.edu/connections/people/wzadrozn/,,,,
computer vision,Andrew Willis,https://pages.charlotte.edu/connections/people/arwillis/,Min Shin,https://pages.charlotte.edu/connections/people/mcshin/,,
embedded systems,James Conrad,https://pages.charlotte.edu/connections/people/jmconrad/,Harini Ramaprasad,https://pages.charlotte.edu/connections/people/hramapra/,,
medical imaging,,,,,,
cyber agility,,,,,,
intrusion detection,,,,,,
security configuration analytics,,,,,,
health,Stephanie Potochnick,https://pages.charlotte.edu/connections/people/spotochn/,Jennifer Langhinrichsen-Rohling,https://pages.charlotte.edu/connections/people/jlanghin/,Jhordin James Montegrico,https://pages.charlotte.edu/connections/people/jmontegr/
security metrics,,,,,,
smart grid security,Weichao Wang,https://pages.charlotte.edu/connections/people/wwang22/,,,,
computer integrated manufacturing,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
electronic commerce,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
enterprise integration,Bei-Tseng Chu,https://pages.charlotte.edu/connections/people/billchu/,,,,
